Removed Pin From Net: NetName=+12 Pin=DS4-1
Change component parameters: Designator = "U14"; Footprint = "ICC_LQFP144_20X20_P050_SOCKET_YAMAICHI_IC149-144-145-B5_NM"; UniqueID = "\OUWECVDB\UIWQTVTY\IUDFBGBV"
Added Pin To Net: NetName=AGND Pin=U22-2
Added Pin To Net: NetName=Arrestment Thermistor Pin=U22-3
Added Pin To Net: NetName=+3.3 Pin=U22-5
Added Pin To Net: NetName=AGND Pin=U23-2
Added Pin To Net: NetName=Meter Thermistor 2 Pin=U23-3
Added Pin To Net: NetName=+3.3 Pin=U23-5
Added Pin To Net: NetName=AGND Pin=U24-2
Added Pin To Net: NetName=Board1 Thermistor Pin=U24-3
Added Pin To Net: NetName=+3.3 Pin=U24-5
Added Pin To Net: NetName=AGND Pin=U25-2
Added Pin To Net: NetName=Meter Thermistor 1 Pin=U25-3
Added Pin To Net: NetName=+3.3 Pin=U25-5
Added Pin To Net: NetName=AGND Pin=U26-2
Added Pin To Net: NetName=Board2 Thermistor Pin=U26-3
Added Pin To Net: NetName=+3.3 Pin=U26-5
Added Pin To Net: NetName=AGND Pin=U27-2
Added Pin To Net: NetName=Lid Thermistor Pin=U27-3
Added Pin To Net: NetName=+3.3 Pin=U27-5
Added Pin To Net: NetName=NetU1_1 Pin=U1-1
Added Pin To Net: NetName=NetU1_1 Pin=U1-4
Added Net: Name=NetU1_1
Added Pin To Net: NetName=NetU21_1 Pin=U21-1
Added Pin To Net: NetName=NetU21_1 Pin=U21-4
Added Net: Name=NetU21_1
Added Pin To Net: NetName=NetU22_1 Pin=U22-1
Added Pin To Net: NetName=NetU22_1 Pin=U22-4
Added Net: Name=NetU22_1
Added Pin To Net: NetName=NetU23_1 Pin=U23-1
Added Pin To Net: NetName=NetU23_1 Pin=U23-4
Added Net: Name=NetU23_1
Added Pin To Net: NetName=NetU24_1 Pin=U24-1
Added Pin To Net: NetName=NetU24_1 Pin=U24-4
Added Net: Name=NetU24_1
Added Pin To Net: NetName=NetU25_1 Pin=U25-1
Added Pin To Net: NetName=NetU25_1 Pin=U25-4
Added Net: Name=NetU25_1
Added Pin To Net: NetName=NetU26_1 Pin=U26-1
Added Pin To Net: NetName=NetU26_1 Pin=U26-4
Added Net: Name=NetU26_1
Added Pin To Net: NetName=NetU27_1 Pin=U27-1
Added Pin To Net: NetName=NetU27_1 Pin=U27-4
Added Net: Name=NetU27_1
Added Member To Class: ClassName=U_Heater Member=Component C43 CAP CER 0.1UF 25V X7R 0805
Added Member To Class: ClassName=U_Heater Member=Component C62 CAP CER 0.1UF 25V X7R 0805
Added Member To Class: ClassName=U_Heater Member=Component C63 CAP CER 0.1UF 25V X7R 0805
Added Member To Class: ClassName=U_Heater Member=Component C64 CAP CER 0.1UF 25V X7R 0805
Added Member To Class: ClassName=U_Heater Member=Component C65 CAP CER 0.1UF 25V X7R 0805
Added Member To Class: ClassName=U_Heater Member=Component C66 CAP CER 0.1UF 25V X7R 0805
Added Member To Class: ClassName=U_Heater Member=Component C67 CAP CER 0.1UF 25V X7R 0805
Added Member To Class: ClassName=U_Heater Member=Component C68 CAP CER 0.1UF 25V X7R 0805
Added Member To Class: ClassName=U_Heater Member=Component U1 OPA188AIDBVR
Added Member To Class: ClassName=U_Heater Member=Component U21 OPA188AIDBVR
Added Member To Class: ClassName=U_Heater Member=Component U22 OPA188AIDBVR
Added Member To Class: ClassName=U_Heater Member=Component U23 OPA188AIDBVR
Added Member To Class: ClassName=U_Heater Member=Component U24 OPA188AIDBVR
Added Member To Class: ClassName=U_Heater Member=Component U25 OPA188AIDBVR
Added Member To Class: ClassName=U_Heater Member=Component U26 OPA188AIDBVR
Added Member To Class: ClassName=U_Heater Member=Component U27 OPA188AIDBVR
